Brand,Processor,RAM(GB),GPU,Screen_Size(inch),Battery_Life(hours),Weight(kg),Operating_System,Storage_Size(GB),Storage_Type,ResolutionX,ResolutionY,Price(€)
Acer,AMD Ryzen 5,4,Nvidia RTX 3080,17.3,10.7,1.3,FreeDOS,1024,SSD,3840,2160,1527.88
Apple,Intel i7,8,Integrated,15.6,10.9,1.95,macOS,1024,HDD,2560,1440,1439.87
Razer,AMD Ryzen 3,4,AMD Radeon RX 6800,13.3,5.8,3.24,Windows,1024,SSD,1366,768,743.11
Microsoft,AMD Ryzen 3,16,Nvidia RTX 2060,17.3,9.3,1.78,Linux,1024,HDD,1366,768,711.29
Apple,Intel i5,4,Nvidia GTX 1650,13.3,5.4,2.16,Windows,1024,HDD,2560,1440,1405.61
Microsoft,AMD Ryzen 3,32,Nvidia GTX 1650,17.3,7.7,1.38,FreeDOS,2048,SSD,2560,1440,1767.02
MSI,AMD Ryzen 7,8,Nvidia RTX 3080,14.0,11.1,2.0,Linux,1024,HDD,1920,1080,1127.11
Samsung,Intel i3,64,Nvidia GTX 1650,14.0,8.8,3.2,FreeDOS,1024,SSD,1366,768,1534.53
MSI,AMD Ryzen 5,32,Integrated,16.0,11.1,3.5,FreeDOS,256,SSD,1366,768,1068.08
Acer,Intel i5,8,AMD Radeon RX 6800,13.3,7.4,1.51,Windows,1024,SSD,1920,1080,1051.65
MSI,Intel i5,32,AMD Radeon RX 6800,16.0,7.0,3.49,Windows,512,SSD,2560,1440,2534.57
Apple,Intel i5,8,Nvidia RTX 3060,16.0,6.9,3.41,Windows,256,SSD,3840,2160,2622.23
Asus,Intel i9,8,Nvidia GTX 1650,16.0,11.6,2.54,Linux,1024,SSD,1366,768,1478.75
Apple,AMD Ryzen 7,32,Integrated,17.3,4.6,3.25,FreeDOS,2048,SSD,1920,1080,2073.12
MSI,AMD Ryzen 5,32,Nvidia GTX 1650,13.3,10.4,2.42,macOS,1024,HDD,1366,768,1410.75
MSI,AMD Ryzen 5,64,Nvidia RTX 3060,17.3,8.0,2.18,macOS,1024,SSD,1920,1080,3147.21
Lenovo,Intel i3,32,Nvidia GTX 1650,16.0,10.7,2.41,Linux,1024,SSD,1366,768,1181.43
Apple,Intel i3,32,Integrated,16.0,8.2,2.58,macOS,1024,SSD,1366,768,1216.82
HP,AMD Ryzen 7,64,AMD Radeon RX 6600,15.6,6.4,2.63,Linux,256,SSD,2560,1440,3616.39
Samsung,Intel i9,32,Nvidia RTX 3080,13.3,9.1,2.03,Windows,256,SSD,2560,1440,3049.82
Lenovo,AMD Ryzen 7,16,Integrated,13.3,4.1,1.32,Windows,2048,SSD,3840,2160,1555.26
HP,AMD Ryzen 9,32,Integrated,15.6,5.1,2.83,Windows,2048,SSD,2560,1440,2311.84
Microsoft,Intel i3,8,AMD Radeon RX 6600,13.3,11.4,1.92,macOS,1024,HDD,3840,2160,1123.61
Samsung,Intel i9,32,Nvidia GTX 1650,16.0,8.3,2.57,FreeDOS,512,SSD,3840,2160,4430.6
Lenovo,AMD Ryzen 7,32,AMD Radeon RX 6600,16.0,7.8,1.72,Linux,1024,HDD,1366,768,1497.87
MSI,Intel i3,32,Nvidia RTX 3060,16.0,9.4,3.46,Windows,1024,HDD,1920,1080,1334.23
Apple,Intel i5,64,AMD Radeon RX 6600,16.0,9.7,2.7,Windows,256,SSD,3840,2160,5827.41
MSI,Intel i3,64,AMD Radeon RX 6600,13.3,5.9,2.55,Linux,256,SSD,1366,768,1942.04
Microsoft,AMD Ryzen 5,32,Integrated,14.0,9.4,2.99,Linux,2048,SSD,1920,1080,1136.45
MSI,AMD Ryzen 3,4,AMD Radeon RX 6600,15.6,4.9,1.28,Windows,1024,HDD,1366,768,619.42
Dell,Intel i7,16,Nvidia GTX 1650,16.0,6.6,3.4,Windows,1024,HDD,3840,2160,2191.99
HP,AMD Ryzen 5,64,Nvidia RTX 2060,15.6,11.6,3.2,Windows,1024,SSD,1920,1080,2316.6
Asus,Intel i9,16,AMD Radeon RX 6800,16.0,6.8,2.86,Linux,1024,SSD,2560,1440,2438.39
MSI,Intel i7,4,Integrated,16.0,8.4,2.94,Windows,512,SSD,2560,1440,1227.24
Asus,Intel i5,8,AMD Radeon RX 6600,15.6,8.4,1.24,Linux,256,SSD,1366,768,896.71
Microsoft,Intel i7,64,Nvidia RTX 3080,17.3,8.8,1.7,Windows,2048,SSD,3840,2160,4965.41
Razer,AMD Ryzen 9,4,Integrated,16.0,7.7,2.84,macOS,256,SSD,1366,768,1071.23
Dell,Intel i9,32,Nvidia RTX 3080,14.0,8.5,1.32,macOS,2048,SSD,2560,1440,3090.4
Microsoft,Intel i9,32,Integrated,17.3,8.8,1.61,FreeDOS,2048,SSD,1366,768,1499.8
Samsung,Intel i3,16,Nvidia GTX 1650,16.0,8.9,3.46,macOS,2048,SSD,1366,768,729.84
MSI,AMD Ryzen 3,32,Nvidia GTX 1650,14.0,6.2,2.31,Linux,512,SSD,1366,768,1451.32
Apple,AMD Ryzen 9,16,AMD Radeon RX 6800,16.0,5.0,2.33,Linux,1024,SSD,3840,2160,4856.52
Microsoft,Intel i7,16,Nvidia RTX 3060,17.3,6.3,3.01,Windows,2048,SSD,1920,1080,1540.87
Microsoft,Intel i3,16,Nvidia RTX 3080,16.0,7.6,2.65,FreeDOS,256,SSD,2560,1440,1169.4
Asus,Intel i5,32,Nvidia GTX 1650,13.3,9.7,2.23,Windows,1024,HDD,3840,2160,1985.38
Apple,Intel i9,8,Nvidia RTX 3060,16.0,6.7,2.51,macOS,512,SSD,2560,1440,3026.9
Samsung,AMD Ryzen 5,64,Integrated,15.6,9.9,3.31,Windows,2048,SSD,1920,1080,1504.96
Lenovo,AMD Ryzen 3,16,AMD Radeon RX 6800,15.6,8.9,2.09,FreeDOS,1024,SSD,3840,2160,1761.54
MSI,Intel i5,32,AMD Radeon RX 6600,14.0,5.6,1.24,FreeDOS,1024,SSD,2560,1440,2425.96
HP,Intel i5,32,Nvidia GTX 1650,16.0,9.9,1.88,Linux,512,SSD,1920,1080,1536.54
Razer,AMD Ryzen 5,8,Nvidia RTX 3060,15.6,11.2,2.8,Linux,1024,SSD,1366,768,1300.82
HP,Intel i3,32,AMD Radeon RX 6800,17.3,9.2,3.19,Linux,1024,HDD,3840,2160,1956.4
Dell,AMD Ryzen 5,4,Nvidia RTX 2060,16.0,8.0,2.5,macOS,2048,SSD,1920,1080,1028.64
HP,Intel i9,16,Nvidia RTX 3060,15.6,11.4,1.59,FreeDOS,1024,SSD,1920,1080,1980.54
Razer,Intel i9,64,Nvidia GTX 1650,13.3,4.9,3.09,FreeDOS,256,SSD,3840,2160,8309.59
Lenovo,AMD Ryzen 7,64,Integrated,16.0,5.2,3.33,FreeDOS,512,SSD,1366,768,1703.54
Asus,Intel i3,64,Nvidia RTX 3080,14.0,4.5,2.53,Linux,256,SSD,3840,2160,2906.95
Samsung,Intel i9,4,AMD Radeon RX 6600,15.6,7.3,1.93,Windows,256,SSD,3840,2160,2553.54
Asus,AMD Ryzen 7,4,Nvidia RTX 2060,14.0,10.0,1.22,FreeDOS,2048,SSD,1920,1080,964.45
Samsung,Intel i9,32,Nvidia RTX 3060,16.0,4.5,2.45,Linux,1024,SSD,2560,1440,3320.9
Acer,AMD Ryzen 5,4,AMD Radeon RX 6600,15.6,11.4,2.03,Linux,1024,SSD,1366,768,713.63
Lenovo,Intel i7,32,Nvidia RTX 3080,15.6,8.1,3.13,Linux,1024,SSD,1366,768,1587.47
HP,Intel i3,16,Nvidia RTX 3060,17.3,5.2,1.74,FreeDOS,1024,HDD,2560,1440,1034.25
Razer,AMD Ryzen 7,64,AMD Radeon RX 6800,15.6,5.4,3.16,Linux,1024,HDD,2560,1440,4432.72
Microsoft,Intel i7,8,Integrated,16.0,4.3,2.21,macOS,512,SSD,2560,1440,1002.76
Lenovo,AMD Ryzen 3,16,AMD Radeon RX 6800,17.3,4.6,1.74,Windows,1024,HDD,1366,768,777.99
Apple,Intel i5,16,Nvidia RTX 3060,17.3,6.9,2.24,Windows,2048,SSD,3840,2160,3070.76
Acer,Intel i5,16,Nvidia RTX 3060,13.3,10.9,1.24,FreeDOS,256,SSD,1920,1080,1140.69
Lenovo,AMD Ryzen 5,32,Nvidia RTX 3080,17.3,6.5,2.39,FreeDOS,2048,SSD,1920,1080,1577.1
Microsoft,Intel i7,16,AMD Radeon RX 6600,13.3,8.2,3.22,FreeDOS,512,SSD,3840,2160,2408.73
Asus,AMD Ryzen 3,64,Nvidia RTX 2060,16.0,8.6,2.56,macOS,256,SSD,2560,1440,2471.18
Razer,Intel i9,8,Nvidia GTX 1650,16.0,7.3,1.9,FreeDOS,256,SSD,1920,1080,2224.66
Razer,Intel i5,8,Nvidia RTX 3060,13.3,10.3,1.31,Linux,1024,HDD,1366,768,810.06
Samsung,Intel i3,4,Nvidia RTX 2060,17.3,8.0,1.26,FreeDOS,1024,SSD,1920,1080,759.82
Samsung,AMD Ryzen 9,16,AMD Radeon RX 6600,15.6,6.6,1.72,Windows,2048,SSD,1366,768,1573.01
Acer,Intel i5,16,Integrated,13.3,9.5,3.42,Linux,1024,HDD,1920,1080,598.41
Dell,AMD Ryzen 9,8,AMD Radeon RX 6800,16.0,7.2,1.81,macOS,512,SSD,2560,1440,2077.4
Acer,Intel i7,4,Nvidia GTX 1650,16.0,6.2,1.96,FreeDOS,512,SSD,2560,1440,1365.7
Razer,Intel i9,64,Integrated,14.0,4.5,2.97,FreeDOS,1024,HDD,1366,768,2312.53
Asus,AMD Ryzen 7,64,AMD Radeon RX 6600,16.0,10.6,3.11,FreeDOS,1024,HDD,1366,768,2185.16
Dell,Intel i9,64,Nvidia RTX 2060,16.0,9.8,2.53,Linux,2048,SSD,2560,1440,5059.33
Dell,AMD Ryzen 9,4,AMD Radeon RX 6800,14.0,7.2,1.21,Windows,1024,SSD,2560,1440,1699.01
HP,AMD Ryzen 5,16,Nvidia RTX 3060,13.3,7.7,2.99,Windows,1024,SSD,3840,2160,1770.59
Lenovo,Intel i7,4,Integrated,16.0,8.0,1.71,Windows,1024,SSD,1366,768,565.0
Asus,AMD Ryzen 5,32,AMD Radeon RX 6800,17.3,6.7,1.76,Linux,512,SSD,3840,2160,2579.29
Asus,Intel i3,4,Integrated,15.6,7.3,2.55,Windows,256,SSD,1366,768,389.11
Lenovo,AMD Ryzen 9,64,AMD Radeon RX 6800,14.0,10.2,2.14,macOS,1024,HDD,1366,768,2648.62
Razer,Intel i5,8,Nvidia GTX 1650,13.3,9.1,1.29,FreeDOS,2048,SSD,1366,768,1153.04
Razer,Intel i7,32,Nvidia RTX 3080,15.6,6.7,1.88,Linux,256,SSD,3840,2160,4498.55
Samsung,AMD Ryzen 9,64,Nvidia RTX 2060,15.6,5.1,1.42,FreeDOS,1024,SSD,1366,768,3390.68
Asus,Intel i9,4,Integrated,16.0,6.1,3.0,macOS,512,SSD,3840,2160,1768.44
Lenovo,AMD Ryzen 3,32,Nvidia RTX 3080,17.3,8.7,2.63,Windows,2048,SSD,1366,768,1217.38
Lenovo,Intel i5,64,Nvidia GTX 1650,16.0,9.8,2.16,Windows,512,SSD,1366,768,1976.38
Microsoft,Intel i9,16,Nvidia GTX 1650,15.6,6.4,3.06,macOS,1024,SSD,1920,1080,2115.69
Lenovo,AMD Ryzen 7,32,AMD Radeon RX 6600,17.3,8.8,2.19,FreeDOS,2048,SSD,1366,768,1607.54
Apple,Intel i5,8,Nvidia RTX 3080,15.6,9.7,3.07,macOS,1024,HDD,1920,1080,1379.25
HP,AMD Ryzen 9,8,Nvidia RTX 3060,14.0,5.7,1.21,FreeDOS,2048,SSD,3840,2160,2394.41
Samsung,AMD Ryzen 9,32,AMD Radeon RX 6800,17.3,8.0,2.55,FreeDOS,512,SSD,1366,768,2129.4
Razer,Intel i3,4,Nvidia RTX 3060,17.3,5.4,1.48,FreeDOS,512,SSD,2560,1440,1317.84
Lenovo,Intel i9,32,AMD Radeon RX 6800,14.0,10.5,3.2,Linux,2048,SSD,1366,768,2020.63
Acer,AMD Ryzen 3,64,Nvidia GTX 1650,15.6,7.4,3.28,FreeDOS,2048,SSD,1920,1080,2117.46
HP,AMD Ryzen 5,32,Nvidia RTX 3080,13.3,5.0,2.14,Linux,1024,SSD,1920,1080,1413.04
MSI,Intel i3,4,Nvidia RTX 3060,13.3,5.2,1.63,Linux,1024,HDD,1920,1080,745.83
Razer,AMD Ryzen 3,4,Nvidia RTX 3060,16.0,10.1,1.38,macOS,1024,HDD,2560,1440,999.15
Razer,Intel i3,16,Nvidia RTX 3080,17.3,7.0,3.18,FreeDOS,256,SSD,1366,768,1060.15
Lenovo,Intel i5,64,Nvidia RTX 3080,16.0,11.4,2.7,Windows,512,SSD,3840,2160,3864.15
HP,Intel i9,64,Nvidia RTX 2060,14.0,9.2,2.38,FreeDOS,256,SSD,1920,1080,3733.39
Lenovo,Intel i5,8,AMD Radeon RX 6600,13.3,8.8,1.99,FreeDOS,1024,SSD,1366,768,741.4
Apple,AMD Ryzen 7,16,Nvidia RTX 3060,15.6,7.5,1.22,Linux,1024,SSD,1920,1080,2349.38
MSI,Intel i5,64,Nvidia GTX 1650,14.0,9.4,2.88,Windows,1024,SSD,2560,1440,3436.59
Lenovo,Intel i9,4,AMD Radeon RX 6600,15.6,10.3,1.58,Linux,256,SSD,1366,768,1331.58
Microsoft,AMD Ryzen 9,8,Nvidia RTX 3060,15.6,11.9,2.84,Linux,1024,SSD,1920,1080,1670.8
Lenovo,AMD Ryzen 5,16,Integrated,15.6,5.7,1.35,Windows,1024,HDD,3840,2160,1198.66
Lenovo,Intel i5,16,AMD Radeon RX 6600,13.3,6.0,3.39,macOS,512,SSD,2560,1440,1288.69
Samsung,AMD Ryzen 3,8,Nvidia RTX 3060,16.0,7.0,1.65,macOS,2048,SSD,1920,1080,957.11
Dell,Intel i3,32,AMD Radeon RX 6600,16.0,6.6,1.6,FreeDOS,1024,SSD,2560,1440,1735.07
Dell,Intel i9,16,AMD Radeon RX 6600,15.6,8.2,3.26,Linux,2048,SSD,3840,2160,3445.33
Samsung,AMD Ryzen 5,32,Nvidia RTX 3060,14.0,10.8,1.23,Linux,1024,HDD,3840,2160,1964.31
Razer,Intel i9,64,Nvidia RTX 3060,14.0,8.5,2.95,Windows,512,SSD,3840,2160,8484.6
Dell,Intel i9,16,Nvidia GTX 1650,15.6,8.7,2.6,Linux,512,SSD,1920,1080,1926.32
Asus,AMD Ryzen 7,4,Nvidia GTX 1650,17.3,6.9,1.84,macOS,2048,SSD,1366,768,1072.54
Acer,Intel i7,64,Nvidia GTX 1650,14.0,11.4,3.2,FreeDOS,1024,SSD,2560,1440,3510.07
Dell,AMD Ryzen 5,16,Nvidia RTX 3080,14.0,8.3,1.81,Linux,1024,SSD,2560,1440,1272.98
Razer,Intel i3,4,Nvidia RTX 3060,15.6,5.4,2.74,Linux,2048,SSD,3840,2160,1734.59
Microsoft,AMD Ryzen 7,32,AMD Radeon RX 6800,17.3,10.9,1.42,macOS,2048,SSD,1366,768,1569.3
Dell,AMD Ryzen 5,32,AMD Radeon RX 6800,14.0,9.2,1.71,Windows,1024,SSD,1366,768,1158.08
Microsoft,Intel i9,8,Integrated,14.0,4.5,2.63,Linux,1024,HDD,1920,1080,748.22
HP,Intel i3,64,Nvidia RTX 3080,13.3,7.7,3.26,Linux,2048,SSD,1920,1080,1783.08
Apple,AMD Ryzen 3,4,Nvidia RTX 3080,14.0,11.9,2.86,Linux,1024,SSD,2560,1440,1405.21
MSI,AMD Ryzen 9,4,Nvidia GTX 1650,14.0,9.5,3.15,FreeDOS,1024,SSD,1366,768,1398.95
Razer,AMD Ryzen 7,4,Nvidia RTX 3060,16.0,10.0,1.3,macOS,2048,SSD,1366,768,1437.69
Razer,AMD Ryzen 3,8,Nvidia RTX 3060,17.3,9.3,1.89,FreeDOS,512,SSD,2560,1440,1452.5
Apple,AMD Ryzen 5,16,AMD Radeon RX 6600,17.3,11.8,2.85,macOS,2048,SSD,2560,1440,2155.41
Microsoft,Intel i7,4,Nvidia RTX 3060,15.6,6.7,2.24,Linux,256,SSD,1920,1080,1161.44
Lenovo,AMD Ryzen 3,8,AMD Radeon RX 6800,16.0,4.4,3.44,macOS,2048,SSD,1366,768,659.67
Samsung,Intel i9,8,Nvidia RTX 3060,17.3,11.6,1.98,Windows,256,SSD,2560,1440,2039.43
Microsoft,AMD Ryzen 7,64,Nvidia GTX 1650,13.3,5.2,1.5,FreeDOS,1024,HDD,2560,1440,2878.78
Samsung,AMD Ryzen 9,32,AMD Radeon RX 6600,16.0,6.3,1.72,Windows,512,SSD,1366,768,2256.9
Asus,AMD Ryzen 5,16,Integrated,16.0,4.2,1.41,FreeDOS,256,SSD,1920,1080,712.07
Dell,Intel i7,4,Nvidia GTX 1650,15.6,7.0,1.27,macOS,512,SSD,3840,2160,2012.67
Acer,AMD Ryzen 3,4,Nvidia RTX 3080,14.0,11.1,3.42,macOS,1024,SSD,1920,1080,602.47
Razer,AMD Ryzen 9,16,Nvidia GTX 1650,16.0,6.6,2.09,Windows,256,SSD,1920,1080,2706.72
Dell,AMD Ryzen 3,8,AMD Radeon RX 6800,13.3,10.9,1.25,Linux,2048,SSD,1920,1080,730.19
Dell,Intel i5,64,Integrated,13.3,7.3,3.01,Linux,1024,HDD,1920,1080,1241.85
Asus,AMD Ryzen 3,64,AMD Radeon RX 6800,17.3,7.3,2.53,FreeDOS,2048,SSD,1366,768,1772.58
Lenovo,AMD Ryzen 3,32,Nvidia GTX 1650,16.0,8.9,2.72,Windows,2048,SSD,2560,1440,1620.95
Lenovo,AMD Ryzen 3,4,Nvidia RTX 2060,13.3,10.2,2.11,macOS,2048,SSD,1920,1080,727.59
Razer,Intel i5,4,AMD Radeon RX 6600,15.6,7.6,2.46,Linux,1024,HDD,3840,2160,1876.87
Apple,AMD Ryzen 3,4,Nvidia RTX 2060,16.0,11.9,2.11,FreeDOS,512,SSD,1366,768,1068.25
HP,AMD Ryzen 5,8,Nvidia RTX 3080,16.0,5.9,3.37,Linux,1024,SSD,2560,1440,1325.17
Acer,AMD Ryzen 5,8,Nvidia RTX 3080,17.3,7.4,2.1,FreeDOS,1024,SSD,1366,768,800.53
Apple,Intel i7,64,Nvidia GTX 1650,13.3,7.7,3.35,FreeDOS,2048,SSD,1366,768,3365.29
Acer,Intel i3,8,Nvidia RTX 2060,15.6,10.1,1.28,macOS,512,SSD,1920,1080,731.44
Acer,AMD Ryzen 3,4,Nvidia RTX 2060,17.3,7.6,1.97,FreeDOS,512,SSD,2560,1440,1068.83
Acer,Intel i7,64,Nvidia RTX 2060,14.0,8.8,2.34,macOS,512,SSD,3840,2160,4430.49
Razer,Intel i7,4,Nvidia GTX 1650,14.0,11.6,2.23,Windows,1024,SSD,1920,1080,1374.19
HP,Intel i5,8,AMD Radeon RX 6600,16.0,9.9,1.8,macOS,1024,SSD,1920,1080,1087.2
Apple,AMD Ryzen 7,64,AMD Radeon RX 6800,17.3,11.0,3.47,macOS,512,SSD,2560,1440,5465.3
Dell,AMD Ryzen 7,32,Nvidia RTX 3080,15.6,6.7,2.02,Linux,1024,SSD,1366,768,1738.98
Asus,AMD Ryzen 9,16,Nvidia RTX 3060,15.6,10.4,2.56,Windows,1024,SSD,2560,1440,2576.95
Microsoft,AMD Ryzen 5,4,AMD Radeon RX 6800,14.0,9.5,2.26,macOS,1024,HDD,2560,1440,901.58
Razer,AMD Ryzen 7,32,AMD Radeon RX 6800,17.3,7.5,2.53,macOS,512,SSD,2560,1440,3510.47
Microsoft,AMD Ryzen 9,32,Nvidia RTX 3060,15.6,10.0,3.19,Windows,2048,SSD,3840,2160,4515.1
Lenovo,Intel i3,4,Integrated,14.0,9.0,2.16,Linux,1024,HDD,1920,1080,476.98
HP,Intel i3,4,Nvidia GTX 1650,14.0,8.1,1.25,macOS,1024,SSD,1366,768,587.49
Dell,AMD Ryzen 5,16,Nvidia RTX 2060,17.3,6.4,2.48,Windows,512,SSD,1920,1080,1233.47
Acer,Intel i5,64,Nvidia RTX 3060,16.0,12.0,1.91,Windows,256,SSD,3840,2160,4040.52
Asus,AMD Ryzen 7,4,Nvidia GTX 1650,16.0,6.9,1.5,Windows,1024,HDD,1920,1080,955.93
Apple,Intel i7,4,AMD Radeon RX 6800,14.0,10.6,3.26,Windows,1024,SSD,3840,2160,2549.94
MSI,AMD Ryzen 5,8,Nvidia RTX 2060,17.3,4.4,1.73,FreeDOS,512,SSD,1366,768,1183.19
Lenovo,AMD Ryzen 7,64,Nvidia RTX 3080,17.3,8.6,3.39,FreeDOS,1024,HDD,3840,2160,4265.23
Apple,AMD Ryzen 5,8,Integrated,17.3,9.3,2.16,macOS,2048,SSD,1920,1080,1085.08
Asus,Intel i7,16,Nvidia RTX 3080,13.3,10.0,2.28,FreeDOS,1024,HDD,1366,768,900.74
HP,Intel i5,4,Integrated,17.3,4.9,1.46,macOS,2048,SSD,3840,2160,964.68
Razer,AMD Ryzen 7,32,Integrated,14.0,6.5,3.48,Linux,2048,SSD,3840,2160,2739.25
Apple,Intel i5,8,Nvidia RTX 3060,16.0,4.7,1.61,Windows,2048,SSD,1920,1080,1404.27
HP,AMD Ryzen 7,4,AMD Radeon RX 6800,13.3,9.7,2.63,Linux,1024,SSD,2560,1440,1284.61
Acer,Intel i9,4,Integrated,14.0,5.4,2.74,Linux,2048,SSD,3840,2160,1449.59
Samsung,Intel i5,16,Nvidia RTX 3080,17.3,7.2,2.6,FreeDOS,256,SSD,1366,768,1155.68
Acer,AMD Ryzen 3,8,Nvidia GTX 1650,15.6,11.3,2.65,Windows,1024,HDD,3840,2160,1262.85
Lenovo,Intel i5,4,AMD Radeon RX 6600,14.0,11.7,2.46,macOS,256,SSD,2560,1440,946.29
MSI,Intel i5,64,AMD Radeon RX 6800,13.3,10.4,2.81,Windows,512,SSD,3840,2160,4719.02
Microsoft,Intel i5,32,Nvidia RTX 2060,15.6,11.8,1.58,Linux,2048,SSD,2560,1440,2119.99
MSI,AMD Ryzen 9,4,AMD Radeon RX 6800,17.3,7.0,2.7,macOS,2048,SSD,1366,768,1637.07
Samsung,Intel i7,64,Nvidia RTX 2060,14.0,4.2,1.51,Windows,256,SSD,1920,1080,2770.98
Asus,AMD Ryzen 5,16,Nvidia RTX 3080,14.0,11.0,2.04,Windows,1024,HDD,1920,1080,982.21
Asus,AMD Ryzen 9,16,Nvidia GTX 1650,17.3,10.4,2.81,Windows,512,SSD,1920,1080,1934.15
Razer,AMD Ryzen 5,32,Nvidia GTX 1650,17.3,10.2,2.83,Linux,2048,SSD,1920,1080,2291.55
Razer,AMD Ryzen 7,16,Nvidia GTX 1650,15.6,4.2,1.87,Windows,2048,SSD,3840,2160,3587.9
Razer,AMD Ryzen 9,64,AMD Radeon RX 6600,13.3,8.1,1.98,Linux,1024,SSD,1366,768,4303.89
Samsung,AMD Ryzen 3,4,AMD Radeon RX 6800,17.3,9.8,2.03,macOS,1024,HDD,1366,768,667.46
Lenovo,Intel i9,32,Nvidia RTX 3060,13.3,4.1,3.41,FreeDOS,1024,HDD,1920,1080,1912.54
Samsung,Intel i5,64,AMD Radeon RX 6600,17.3,10.9,1.54,Linux,512,SSD,1920,1080,2280.98
Dell,AMD Ryzen 7,16,Nvidia GTX 1650,17.3,9.9,3.06,Linux,1024,HDD,3840,2160,2118.49
Samsung,AMD Ryzen 9,8,AMD Radeon RX 6600,17.3,7.6,2.84,Linux,1024,SSD,2560,1440,2208.0
Razer,Intel i9,8,Nvidia RTX 3080,17.3,9.2,1.78,Windows,256,SSD,3840,2160,3975.41
Dell,AMD Ryzen 9,4,Nvidia RTX 3080,16.0,7.9,3.04,Linux,512,SSD,1366,768,1297.46
Razer,AMD Ryzen 5,4,Nvidia RTX 2060,14.0,4.6,3.21,FreeDOS,512,SSD,2560,1440,1399.04
Asus,Intel i9,32,AMD Radeon RX 6800,16.0,5.4,2.46,macOS,1024,SSD,1920,1080,2803.83
Asus,AMD Ryzen 3,32,Nvidia RTX 3060,13.3,8.4,1.52,macOS,1024,SSD,2560,1440,1464.26
Samsung,AMD Ryzen 7,8,Nvidia RTX 2060,17.3,9.6,1.29,macOS,1024,HDD,1366,768,875.78
MSI,AMD Ryzen 3,8,AMD Radeon RX 6600,17.3,11.4,3.42,Linux,1024,SSD,2560,1440,1243.74
Asus,Intel i7,8,Nvidia RTX 3060,16.0,6.5,3.25,Windows,1024,HDD,2560,1440,1431.46
HP,Intel i9,32,Nvidia RTX 3060,17.3,5.6,1.99,Windows,256,SSD,1366,768,2264.08
Apple,AMD Ryzen 9,64,Nvidia RTX 3060,14.0,5.5,1.88,Linux,512,SSD,1920,1080,5290.88
Razer,Intel i3,16,Nvidia GTX 1650,15.6,11.4,1.7,Windows,1024,SSD,1366,768,1174.72
Asus,AMD Ryzen 7,8,Nvidia RTX 3060,14.0,4.5,2.81,Windows,1024,HDD,2560,1440,1166.95
HP,AMD Ryzen 7,8,Nvidia RTX 3060,17.3,9.9,3.32,FreeDOS,512,SSD,3840,2160,2018.5
Samsung,AMD Ryzen 9,4,AMD Radeon RX 6800,17.3,12.0,1.89,Linux,2048,SSD,1920,1080,1551.72
HP,AMD Ryzen 5,8,AMD Radeon RX 6600,13.3,8.7,2.74,macOS,2048,SSD,2560,1440,1106.9
Samsung,Intel i7,32,Nvidia RTX 3080,16.0,7.0,1.59,Linux,1024,HDD,2560,1440,2204.18
HP,Intel i5,4,Nvidia RTX 3060,13.3,8.0,2.09,macOS,1024,HDD,2560,1440,981.57
Samsung,Intel i3,16,AMD Radeon RX 6800,16.0,10.9,3.06,FreeDOS,1024,SSD,3840,2160,1807.62
Microsoft,Intel i3,16,Nvidia RTX 2060,17.3,9.1,1.32,Windows,512,SSD,3840,2160,1650.33
Apple,AMD Ryzen 7,32,Nvidia RTX 3080,14.0,7.8,2.78,Linux,512,SSD,1366,768,2389.35
Dell,Intel i5,64,Nvidia RTX 3080,17.3,4.9,1.42,Linux,1024,HDD,1366,768,1577.88
HP,AMD Ryzen 7,16,Nvidia RTX 2060,15.6,8.2,3.49,FreeDOS,512,SSD,3840,2160,2425.07
Dell,Intel i5,4,AMD Radeon RX 6800,14.0,9.0,1.94,macOS,2048,SSD,1366,768,698.29
Asus,Intel i9,64,Nvidia RTX 2060,17.3,4.7,1.6,macOS,2048,SSD,1366,768,3414.32
Razer,Intel i7,4,AMD Radeon RX 6800,14.0,8.8,3.5,Windows,1024,SSD,1366,768,1282.02
Apple,AMD Ryzen 3,16,AMD Radeon RX 6600,16.0,8.3,2.32,FreeDOS,512,SSD,2560,1440,2026.38
Asus,Intel i9,32,AMD Radeon RX 6600,14.0,7.9,2.89,Linux,256,SSD,1920,1080,2309.53
Dell,AMD Ryzen 9,4,Nvidia RTX 3080,17.3,11.6,1.85,FreeDOS,512,SSD,1920,1080,1555.89
Lenovo,Intel i9,64,Nvidia RTX 2060,17.3,9.5,1.42,Windows,2048,SSD,3840,2160,6546.36
Lenovo,Intel i7,64,Integrated,15.6,5.6,2.26,macOS,2048,SSD,1366,768,1638.7
MSI,Intel i7,4,Integrated,14.0,9.8,2.8,Linux,256,SSD,1920,1080,824.65
Asus,Intel i5,8,Nvidia RTX 3060,17.3,9.9,1.7,Windows,256,SSD,3840,2160,1686.79
Microsoft,AMD Ryzen 5,4,Integrated,16.0,4.7,1.35,Windows,1024,HDD,3840,2160,895.91
Razer,Intel i7,16,Nvidia RTX 3080,13.3,10.8,2.56,Linux,1024,SSD,3840,2160,3280.46
HP,AMD Ryzen 7,8,Nvidia RTX 3060,13.3,6.3,3.15,FreeDOS,512,SSD,1366,768,947.18
MSI,Intel i7,64,Nvidia RTX 2060,17.3,6.6,1.43,Windows,1024,HDD,3840,2160,5238.19
